,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
127344,536,2,Kings XI Punjab,Rajasthan Royals,18,5,DA Miller,AR Patel,DJ Hooda,0,0,0,0,0,0,0,0,0,DA Miller,caught,STR Binny
127456,537,1,Sunrisers Hyderabad,Kolkata Knight Riders,15,2,DA Warner,S Dhawan,M Morkel,0,0,0,0,0,0,0,0,0,DA Warner,caught,RV Uthappa
127467,537,1,Sunrisers Hyderabad,Kolkata Knight Riders,17,1,RS Bopara,S Dhawan,M Morkel,0,0,0,0,0,0,0,0,0,RS Bopara,caught,J Botha
127481,537,1,Sunrisers Hyderabad,Kolkata Knight Riders,19,3,S Dhawan,NV Ojha,AD Russell,0,0,0,0,0,0,0,0,0,S Dhawan,caught,J Botha
127528,537,2,Kolkata Knight Riders,Sunrisers Hyderabad,6,6,RV Uthappa,MK Pandey,MC Henriques,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,P Kumar
127546,537,2,Kolkata Knight Riders,Sunrisers Hyderabad,9,5,AD Russell,MK Pandey,RS Bopara,0,0,0,0,0,0,0,0,0,AD Russell,caught,DW Steyn
127561,537,2,Kolkata Knight Riders,Sunrisers Hyderabad,12,2,YK Pathan,MK Pandey,B Kumar,0,0,0,0,0,0,0,0,0,YK Pathan,caught,KV Sharma
127576,538,1,Chennai Super Kings,Royal Challengers Bangalore,2,5,BB McCullum,DR Smith,YS Chahal,0,0,0,0,0,0,0,0,0,BB McCullum,caught,RR Rossouw
127618,538,1,Chennai Super Kings,Royal Challengers Bangalore,9,5,DR Smith,SK Raina,HV Patel,0,0,0,0,0,0,0,0,0,DR Smith,caught,KD Karthik
127643,538,1,Chennai Super Kings,Royal Challengers Bangalore,13,5,SK Raina,MS Dhoni,YS Chahal,0,0,0,0,0,0,0,0,0,SK Raina,caught,RR Rossouw
127651,538,1,Chennai Super Kings,Royal Challengers Bangalore,15,1,MS Dhoni,RA Jadeja,YS Chahal,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,AB de Villiers
127658,538,1,Chennai Super Kings,Royal Challengers Bangalore,16,2,RA Jadeja,F du Plessis,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,V Kohli
127671,538,1,Chennai Super Kings,Royal Challengers Bangalore,18,3,DJ Bravo,F du Plessis,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,AB de Villiers
127678,538,1,Chennai Super Kings,Royal Challengers Bangalore,19,3,R Ashwin,F du Plessis,D Wiese,0,0,0,0,0,0,0,0,0,R Ashwin,caught,MS Bisla
127709,538,2,Royal Challengers Bangalore,Chennai Super Kings,4,3,MS Bisla,RR Rossouw,A Nehra,0,0,0,0,0,0,0,0,0,MS Bisla,caught,F du Plessis
127739,538,2,Royal Challengers Bangalore,Chennai Super Kings,9,2,KD Karthik,V Kohli,IC Pandey,0,0,0,0,0,0,0,0,0,KD Karthik,caught,DJ Bravo
127758,538,2,Royal Challengers Bangalore,Chennai Super Kings,12,3,V Kohli,AB de Villiers,RA Jadeja,0,0,0,0,0,0,1,0,1,AB de Villiers,run out,DR Smith
127770,538,2,Royal Challengers Bangalore,Chennai Super Kings,14,3,SN Khan,V Kohli,RA Jadeja,0,0,0,0,0,0,0,0,0,SN Khan,caught,MM Sharma
127786,538,2,Royal Challengers Bangalore,Chennai Super Kings,17,1,V Kohli,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,V Kohli,caught,DR Smith
127787,538,2,Royal Challengers Bangalore,Chennai Super Kings,17,2,HV Patel,D Wiese,A Nehra,0,0,0,0,0,0,0,0,0,HV Patel,caught,DJ Bravo
127809,538,2,Royal Challengers Bangalore,Chennai Super Kings,20,6,D Wiese,MA Starc,DJ Bravo,0,0,0,0,0,0,0,0,0,D Wiese,caught,DR Smith
127812,539,1,Delhi Daredevils,Mumbai Indians,1,3,MA Agarwal,SS Iyer,MJ McClenaghan,0,0,0,0,0,0,0,0,0,MA Agarwal,caught,AT Rayudu
127923,539,1,Delhi Daredevils,Mumbai Indians,18,7,AD Mathews,JP Duminy,MJ McClenaghan,0,0,0,0,0,0,0,0,0,AD Mathews,caught,PA Patel
127933,539,1,Delhi Daredevils,Mumbai Indians,20,3,Yuvraj Singh,JP Duminy,JJ Bumrah,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,KA Pollard
127965,539,2,Mumbai Indians,Delhi Daredevils,5,2,LMP Simmons,PA Patel,DJ Muthuswami,0,0,0,0,0,0,0,0,0,LMP Simmons,caught,JP Duminy
127975,539,2,Mumbai Indians,Delhi Daredevils,6,6,PA Patel,UBT Chand,AD Mathews,0,0,0,0,0,0,0,0,0,PA Patel,caught,Imran Tahir
127992,539,2,Mumbai Indians,Delhi Daredevils,9,2,UBT Chand,RG Sharma,A Mishra,0,0,0,0,0,0,0,0,0,UBT Chand,stumped,KM Jadhav
128004,539,2,Mumbai Indians,Delhi Daredevils,11,2,KA Pollard,RG Sharma,A Mishra,0,0,0,0,0,0,0,0,0,KA Pollard,caught,S Nadeem
128038,539,2,Mumbai Indians,Delhi Daredevils,16,6,RG Sharma,AT Rayudu,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,RG Sharma,caught,S Nadeem
128039,539,2,Mumbai Indians,Delhi Daredevils,17,1,HH Pandya,AT Rayudu,Imran Tahir,0,0,0,0,0,0,0,0,0,HH Pandya,caught,NM Coulter-Nile
128041,539,2,Mumbai Indians,Delhi Daredevils,17,3,AT Rayudu,Harbhajan Singh,Imran Tahir,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,NM Coulter-Nile
128042,539,2,Mumbai Indians,Delhi Daredevils,17,4,MJ McClenaghan,Harbhajan Singh,Imran Tahir,0,0,0,0,0,0,0,0,0,MJ McClenaghan,caught,KM Jadhav
128062,539,2,Mumbai Indians,Delhi Daredevils,20,4,Harbhajan Singh,SL Malinga,AD Mathews,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,J Yadav (sub)
128100,540,1,Rajasthan Royals,Royal Challengers Bangalore,6,4,SR Watson,SPD Smith,YS Chahal,0,0,0,0,0,0,0,0,0,SR Watson,caught,MA Starc
128125,540,1,Rajasthan Royals,Royal Challengers Bangalore,10,5,SPD Smith,KK Nair,V Kohli,0,0,0,0,0,0,1,0,1,KK Nair,run out,HV Patel
128170,540,1,Rajasthan Royals,Royal Challengers Bangalore,18,1,SPD Smith,STR Binny,MA Starc,0,0,0,0,0,0,0,0,0,SPD Smith,caught,KD Karthik
128174,540,1,Rajasthan Royals,Royal Challengers Bangalore,18,5,STR Binny,JP Faulkner,MA Starc,0,0,0,0,0,0,0,0,0,STR Binny,caught,D Wiese
128180,540,1,Rajasthan Royals,Royal Challengers Bangalore,19,5,JP Faulkner,CH Morris,HV Patel,0,0,0,0,0,0,0,0,0,JP Faulkner,caught,KD Karthik
128214,540,2,Royal Challengers Bangalore,Rajasthan Royals,5,3,CH Gayle,V Kohli,SR Watson,0,0,0,0,0,0,0,0,0,CH Gayle,caught,SV Samson
128322,541,1,Mumbai Indians,Sunrisers Hyderabad,6,4,PA Patel,LMP Simmons,DW Steyn,0,0,0,0,0,0,0,0,0,PA Patel,caught,GH Vihari
128330,541,1,Mumbai Indians,Sunrisers Hyderabad,7,6,UBT Chand,LMP Simmons,P Kumar,0,0,0,0,0,0,0,0,0,UBT Chand,caught,S Dhawan
128371,541,1,Mumbai Indians,Sunrisers Hyderabad,14,5,RG Sharma,KA Pollard,KV Sharma,0,0,0,0,0,0,0,0,0,RG Sharma,caught,B Kumar
128388,541,1,Mumbai Indians,Sunrisers Hyderabad,17,4,AT Rayudu,KA Pollard,B Kumar,0,0,0,0,0,0,0,0,0,AT Rayudu,caught,TA Boult
128394,541,1,Mumbai Indians,Sunrisers Hyderabad,18,4,Harbhajan Singh,KA Pollard,P Kumar,0,0,0,0,0,0,0,0,0,Harbhajan Singh,caught,B Kumar
128408,541,1,Mumbai Indians,Sunrisers Hyderabad,20,2,R Vinay Kumar,J Suchith,B Kumar,0,0,0,0,0,0,0,0,0,R Vinay Kumar,caught,NV Ojha
128443,541,2,Sunrisers Hyderabad,Mumbai Indians,5,6,DA Warner,S Dhawan,SL Malinga,0,0,0,0,0,0,0,0,0,DA Warner,caught,AT Rayudu
128450,541,2,Sunrisers Hyderabad,Mumbai Indians,6,7,S Dhawan,KL Rahul,MJ McClenaghan,0,0,0,0,0,0,0,0,0,S Dhawan,caught,SL Malinga
128467,541,2,Sunrisers Hyderabad,Mumbai Indians,9,4,NV Ojha,KL Rahul,J Suchith,0,0,0,0,0,0,0,0,0,NV Ojha,caught,KA Pollard
128504,541,2,Sunrisers Hyderabad,Mumbai Indians,15,5,KL Rahul,RS Bopara,MJ McClenaghan,0,0,0,0,0,0,0,0,0,KL Rahul,caught,AT Rayudu
128522,541,2,Sunrisers Hyderabad,Mumbai Indians,18,4,RS Bopara,GH Vihari,MJ McClenaghan,0,0,0,0,0,0,0,0,0,RS Bopara,caught,HH Pandya (sub)
128525,541,2,Sunrisers Hyderabad,Mumbai Indians,19,1,GH Vihari,KV Sharma,SL Malinga,0,0,0,0,0,0,0,0,0,GH Vihari,caught,PA Patel
128528,541,2,Sunrisers Hyderabad,Mumbai Indians,19,4,DW Steyn,KV Sharma,SL Malinga,0,0,0,0,0,0,0,0,0,DW Steyn,caught,KA Pollard
128614,542,1,Chennai Super Kings,Kings XI Punjab,13,1,BB McCullum,SK Raina,AR Patel,0,0,0,0,0,0,0,0,0,BB McCullum,caught,DA Miller
128633,542,1,Chennai Super Kings,Kings XI Punjab,16,2,MS Dhoni,SK Raina,Karanveer Singh,0,0,0,0,0,0,0,0,0,SK Raina,run out,Karanveer Singh
128668,542,2,Kings XI Punjab,Chennai Super Kings,1,6,V Sehwag,M Vijay,IC Pandey,0,0,0,0,0,0,0,0,0,V Sehwag,caught,F du Plessis
128702,542,2,Kings XI Punjab,Chennai Super Kings,7,3,GJ Bailey,M Vijay,RA Jadeja,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,MS Dhoni
128718,542,2,Kings XI Punjab,Chennai Super Kings,9,6,DA Miller,M Vijay,RA Jadeja,0,0,0,0,0,0,0,0,0,DA Miller,caught,SK Raina
128720,542,2,Kings XI Punjab,Chennai Super Kings,10,2,M Vijay,WP Saha,R Ashwin,0,0,0,0,0,0,0,0,0,M Vijay,caught,DJ Bravo
128734,542,2,Kings XI Punjab,Chennai Super Kings,12,4,AR Patel,WP Saha,R Ashwin,0,0,0,0,0,0,0,0,0,AR Patel,stumped,MS Dhoni
128738,542,2,Kings XI Punjab,Chennai Super Kings,13,2,MG Johnson,WP Saha,RA Jadeja,0,0,0,0,0,0,0,0,0,MG Johnson,caught,A Nehra
128770,542,2,Kings XI Punjab,Chennai Super Kings,18,4,WP Saha,Anureet Singh,A Nehra,0,0,0,0,0,0,0,0,0,WP Saha,caught,R Ashwin
128779,542,2,Kings XI Punjab,Chennai Super Kings,20,1,Anureet Singh,Karanveer Singh,MM Sharma,0,0,0,0,0,0,0,0,0,Anureet Singh,caught,RA Jadeja
128820,543,1,Delhi Daredevils,Royal Challengers Bangalore,6,3,JP Duminy,MA Agarwal,D Wiese,0,0,0,0,0,0,0,0,0,JP Duminy,caught,KD Karthik
128826,543,1,Delhi Daredevils,Royal Challengers Bangalore,7,2,Yuvraj Singh,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,KD Karthik
128827,543,1,Delhi Daredevils,Royal Challengers Bangalore,7,3,AD Mathews,MA Agarwal,VR Aaron,0,0,0,0,0,0,0,0,0,AD Mathews,caught,AB de Villiers
128862,543,1,Delhi Daredevils,Royal Challengers Bangalore,13,1,MA Agarwal,KM Jadhav,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,MA Agarwal,stumped,KD Karthik
128895,543,1,Delhi Daredevils,Royal Challengers Bangalore,18,3,KM Jadhav,Imran Tahir,HV Patel,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,MA Starc
128900,543,1,Delhi Daredevils,Royal Challengers Bangalore,19,2,DJ Muthuswami,Imran Tahir,D Wiese,0,0,0,0,0,0,0,0,0,DJ Muthuswami,run out,AB de Villiers
128976,544,1,Sunrisers Hyderabad,Kings XI Punjab,2,5,S Dhawan,DA Warner,MG Johnson,0,0,0,0,0,0,0,0,0,S Dhawan,caught,M Vijay
129001,544,1,Sunrisers Hyderabad,Kings XI Punjab,6,6,GH Vihari,DA Warner,Anureet Singh,0,0,0,0,0,0,0,0,0,GH Vihari,caught,M Vohra
129024,544,1,Sunrisers Hyderabad,Kings XI Punjab,10,5,DA Warner,MC Henriques,AR Patel,0,0,0,0,0,0,0,0,0,DA Warner,caught,DA Miller
129065,544,1,Sunrisers Hyderabad,Kings XI Punjab,17,4,NV Ojha,MC Henriques,AR Patel,0,0,0,0,0,0,0,0,0,NV Ojha,caught,DA Miller
129069,544,1,Sunrisers Hyderabad,Kings XI Punjab,18,2,RS Bopara,MC Henriques,MG Johnson,0,0,0,0,0,0,0,0,0,RS Bopara,caught,WP Saha
129135,544,2,Kings XI Punjab,Sunrisers Hyderabad,8,3,GJ Bailey,M Vijay,MC Henriques,0,0,0,0,0,0,0,0,0,GJ Bailey,caught,KV Sharma
129140,544,2,Kings XI Punjab,Sunrisers Hyderabad,9,2,DA Miller,M Vijay,KV Sharma,0,0,0,0,0,0,1,0,1,M Vijay,run out,GH Vihari
129164,544,2,Kings XI Punjab,Sunrisers Hyderabad,13,2,DA Miller,WP Saha,KV Sharma,0,0,0,0,0,0,0,0,0,DA Miller,caught,TA Boult
129198,544,2,Kings XI Punjab,Sunrisers Hyderabad,18,6,WP Saha,R Dhawan,TA Boult,0,0,0,0,0,0,0,0,0,WP Saha,caught,P Kumar
129207,544,2,Kings XI Punjab,Sunrisers Hyderabad,20,3,Anureet Singh,MG Johnson,P Kumar,0,0,0,0,0,0,0,0,0,Anureet Singh,caught,DA Warner
129240,545,1,Kolkata Knight Riders,Delhi Daredevils,5,3,G Gambhir,RV Uthappa,Z Khan,0,0,0,0,0,0,0,0,0,G Gambhir,caught,KM Jadhav
129303,545,1,Kolkata Knight Riders,Delhi Daredevils,15,5,PP Chawla,YK Pathan,JA Morkel,0,0,0,0,0,0,0,0,0,PP Chawla,caught,SS Tiwary
129314,545,1,Kolkata Knight Riders,Delhi Daredevils,17,4,AD Russell,YK Pathan,Imran Tahir,0,0,0,0,0,0,0,0,0,AD Russell,caught,AD Mathews
129329,545,1,Kolkata Knight Riders,Delhi Daredevils,19,6,YK Pathan,SA Yadav,Imran Tahir,0,0,0,0,0,0,0,0,0,YK Pathan,caught,SS Tiwary
129335,545,1,Kolkata Knight Riders,Delhi Daredevils,20,6,J Botha,SA Yadav,Z Khan,0,0,0,0,0,0,1,0,1,J Botha,run out,JP Duminy
129396,545,2,Delhi Daredevils,Kolkata Knight Riders,10,5,MK Tiwary,SS Iyer,PP Chawla,0,0,0,0,0,0,0,0,0,MK Tiwary,caught,SA Yadav
129417,545,2,Delhi Daredevils,Kolkata Knight Riders,14,2,KM Jadhav,JP Duminy,PP Chawla,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,J Botha
129420,545,2,Delhi Daredevils,Kolkata Knight Riders,14,5,Yuvraj Singh,JP Duminy,PP Chawla,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,AD Russell
129431,545,2,Delhi Daredevils,Kolkata Knight Riders,16,3,JP Duminy,AD Mathews,PP Chawla,0,0,0,0,0,0,0,0,0,JP Duminy,caught,UT Yadav
129464,546,1,Royal Challengers Bangalore,Rajasthan Royals,1,4,CH Gayle,V Kohli,TG Southee,0,0,0,0,0,0,0,0,0,CH Gayle,caught,DJ Hooda
129474,546,1,Royal Challengers Bangalore,Rajasthan Royals,3,2,V Kohli,AB de Villiers,TG Southee,0,0,0,0,0,0,0,0,0,V Kohli,caught,SV Samson
129547,546,1,Royal Challengers Bangalore,Rajasthan Royals,14,5,KD Karthik,AB de Villiers,STR Binny,0,0,0,0,0,0,0,0,0,AB de Villiers,run out,DJ Hooda
129564,546,1,Royal Challengers Bangalore,Rajasthan Royals,17,3,SN Khan,KD Karthik,SR Watson,0,0,0,0,1,0,1,1,2,KD Karthik,run out,TG Southee
129581,546,1,Royal Challengers Bangalore,Rajasthan Royals,19,6,D Wiese,SN Khan,DS Kulkarni,0,0,0,0,0,0,0,0,0,D Wiese,caught,TG Southee
129588,546,1,Royal Challengers Bangalore,Rajasthan Royals,20,6,SN Khan,HV Patel,TG Southee,0,0,0,0,0,0,1,0,1,HV Patel,run out,AM Rahane
129641,547,1,Chennai Super Kings,Kolkata Knight Riders,9,4,SK Raina,DR Smith,GB Hogg,0,0,0,0,0,0,0,0,0,DR Smith,run out,YK Pathan
129647,547,1,Chennai Super Kings,Kolkata Knight Riders,10,4,SK Raina,F du Plessis,AD Russell,0,0,0,0,0,0,0,0,0,SK Raina,caught,RV Uthappa
129661,547,1,Chennai Super Kings,Kolkata Knight Riders,12,3,MS Dhoni,F du Plessis,AD Russell,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,RV Uthappa
129670,547,1,Chennai Super Kings,Kolkata Knight Riders,13,6,DJ Bravo,F du Plessis,PP Chawla,0,0,0,0,0,0,0,0,0,DJ Bravo,caught,SA Yadav
129717,547,2,Kolkata Knight Riders,Chennai Super Kings,1,2,G Gambhir,RV Uthappa,IC Pandey,0,0,0,0,0,0,0,0,0,G Gambhir,caught,MS Dhoni
129747,547,2,Kolkata Knight Riders,Chennai Super Kings,6,1,RV Uthappa,MK Pandey,R Ashwin,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,BB McCullum
129759,547,2,Kolkata Knight Riders,Chennai Super Kings,8,1,MK Pandey,SA Yadav,R Ashwin,0,0,0,0,0,0,0,0,0,MK Pandey,caught,DJ Bravo
129790,547,2,Kolkata Knight Riders,Chennai Super Kings,13,2,SA Yadav,YK Pathan,MM Sharma,0,0,0,0,0,0,0,0,0,SA Yadav,caught,DJ Bravo
129819,547,2,Kolkata Knight Riders,Chennai Super Kings,17,5,RN ten Doeschate,AD Russell,A Nehra,0,0,0,0,0,0,1,0,1,AD Russell,run out,RA Jadeja
129821,547,2,Kolkata Knight Riders,Chennai Super Kings,18,1,PJ Cummins,RN ten Doeschate,DJ Bravo,0,0,0,0,0,0,0,0,0,PJ Cummins,caught,RA Jadeja
129825,547,2,Kolkata Knight Riders,Chennai Super Kings,18,5,PP Chawla,RN ten Doeschate,DJ Bravo,0,0,0,0,0,0,0,0,0,PP Chawla,caught,MS Dhoni
129840,548,1,Kings XI Punjab,Delhi Daredevils,1,2,V Sehwag,M Vohra,Z Khan,0,0,0,0,0,0,0,0,0,V Sehwag,caught,AD Mathews
129856,548,1,Kings XI Punjab,Delhi Daredevils,3,6,M Vohra,WP Saha,Z Khan,0,0,0,0,0,0,0,0,0,M Vohra,caught,KM Jadhav
129859,548,1,Kings XI Punjab,Delhi Daredevils,4,3,WP Saha,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,WP Saha,caught,KM Jadhav
129898,548,1,Kings XI Punjab,Delhi Daredevils,10,5,NLTC Perera,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,NLTC Perera,caught,SS Tiwary
129950,548,1,Kings XI Punjab,Delhi Daredevils,19,1,AR Patel,DA Miller,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,AR Patel,caught,MA Agarwal
129953,548,1,Kings XI Punjab,Delhi Daredevils,19,4,DA Miller,SN Thakur,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,DA Miller,caught,SS Tiwary
130041,548,2,Delhi Daredevils,Kings XI Punjab,13,3,SS Iyer,MA Agarwal,SN Thakur,0,0,0,0,0,0,0,0,0,SS Iyer,caught,AR Patel
130117,549,1,Mumbai Indians,Rajasthan Royals,11,4,UBT Chand,RG Sharma,TG Southee,0,0,0,0,0,0,0,0,0,UBT Chand,caught,STR Binny
130142,549,1,Mumbai Indians,Rajasthan Royals,15,5,RG Sharma,AT Rayudu,DS Kulkarni,0,0,0,0,0,0,0,0,0,RG Sharma,caught,Ankit Sharma
130173,549,1,Mumbai Indians,Rajasthan Royals,20,4,KA Pollard,AT Rayudu,J Theron,0,0,0,0,0,0,0,0,0,KA Pollard,caught,SV Samson
130197,549,2,Rajasthan Royals,Mumbai Indians,4,1,AM Rahane,SR Watson,R Vinay Kumar,0,0,0,0,0,0,0,0,0,AM Rahane,caught,AT Rayudu
130272,549,2,Rajasthan Royals,Mumbai Indians,15,7,SPD Smith,SV Samson,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SPD Smith,caught,Harbhajan Singh
130288,549,2,Rajasthan Royals,Mumbai Indians,18,4,SV Samson,KK Nair,MJ McClenaghan,0,0,0,0,0,0,0,0,0,SV Samson,caught,J Suchith
130289,549,2,Rajasthan Royals,Mumbai Indians,18,5,KK Nair,STR Binny,MJ McClenaghan,0,0,0,0,0,0,0,0,0,KK Nair,caught,PA Patel
130291,549,2,Rajasthan Royals,Mumbai Indians,19,1,DJ Hooda,STR Binny,SL Malinga,0,0,0,0,0,0,0,0,0,DJ Hooda,caught,UBT Chand
130301,549,2,Rajasthan Royals,Mumbai Indians,20,5,STR Binny,TG Southee,R Vinay Kumar,0,0,0,0,1,0,1,1,2,TG Southee,run out,KA Pollard
130329,550,1,Kolkata Knight Riders,Royal Challengers Bangalore,4,5,G Gambhir,RV Uthappa,D Wiese,0,0,0,0,0,0,0,0,0,G Gambhir,caught,Mandeep Singh
130347,550,1,Kolkata Knight Riders,Royal Challengers Bangalore,7,5,RV Uthappa,AD Russell,YS Chahal,0,0,0,0,0,0,0,0,0,RV Uthappa,caught,KD Karthik
130358,550,1,Kolkata Knight Riders,Royal Challengers Bangalore,9,4,RN ten Doeschate,AD Russell,HV Patel,0,0,0,0,0,0,0,0,0,AD Russell,run out,KD Karthik
130361,550,1,Kolkata Knight Riders,Royal Challengers Bangalore,10,1,RN ten Doeschate,YK Pathan,MA Starc,0,0,0,0,0,0,0,0,0,RN ten Doeschate,caught,AB de Villiers
130394,550,2,Royal Challengers Bangalore,Kolkata Knight Riders,4,5,CH Gayle,V Kohli,GB Hogg,0,0,0,0,0,0,0,0,0,CH Gayle,caught,AD Russell
130415,550,2,Royal Challengers Bangalore,Kolkata Knight Riders,8,2,V Kohli,Mandeep Singh,AD Russell,0,0,0,0,0,0,0,0,0,V Kohli,caught,SA Yadav
130481,551,1,Sunrisers Hyderabad,Chennai Super Kings,9,1,DA Warner,S Dhawan,SK Raina,0,0,0,0,0,0,0,0,0,DA Warner,caught,DR Smith
130492,551,1,Sunrisers Hyderabad,Chennai Super Kings,10,6,MC Henriques,S Dhawan,P Negi,0,0,0,0,0,0,0,0,0,MC Henriques,stumped,MS Dhoni
130511,551,1,Sunrisers Hyderabad,Chennai Super Kings,13,6,S Dhawan,EJG Morgan,SK Raina,0,0,0,0,0,0,1,0,1,S Dhawan,run out,RA Jadeja
130538,551,1,Sunrisers Hyderabad,Chennai Super Kings,18,2,A Ashish Reddy,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,A Ashish Reddy,caught,MS Dhoni
130552,551,1,Sunrisers Hyderabad,Chennai Super Kings,20,4,GH Vihari,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,GH Vihari,caught,B Aparajith (sub)
130554,551,1,Sunrisers Hyderabad,Chennai Super Kings,20,6,KV Sharma,EJG Morgan,DJ Bravo,0,0,0,0,0,0,0,0,0,KV Sharma,caught,RA Jadeja
130586,551,2,Chennai Super Kings,Sunrisers Hyderabad,6,1,DR Smith,SK Raina,MC Henriques,0,0,0,0,0,0,0,0,0,DR Smith,caught,GH Vihari
130602,551,2,Chennai Super Kings,Sunrisers Hyderabad,8,5,SK Raina,F du Plessis,MC Henriques,0,0,0,0,0,0,0,0,0,SK Raina,caught,EJG Morgan
130633,551,2,Chennai Super Kings,Sunrisers Hyderabad,13,4,MS Dhoni,F du Plessis,A Ashish Reddy,0,0,0,0,0,0,0,0,0,F du Plessis,run out,A Ashish Reddy
130752,552,1,Mumbai Indians,Kings XI Punjab,13,2,PA Patel,LMP Simmons,Karanveer Singh,0,0,0,0,0,0,0,0,0,PA Patel,caught,M Vijay
130787,552,1,Mumbai Indians,Kings XI Punjab,18,6,RG Sharma,LMP Simmons,MG Johnson,0,0,0,0,0,0,0,0,0,RG Sharma,caught,Anureet Singh
130796,552,1,Mumbai Indians,Kings XI Punjab,20,3,LMP Simmons,KA Pollard,Anureet Singh,0,0,0,0,0,0,0,0,0,LMP Simmons,caught,AR Patel
130808,552,2,Kings XI Punjab,Mumbai Indians,2,1,V Sehwag,M Vijay,SL Malinga,0,0,0,0,0,0,0,0,0,V Sehwag,caught,KA Pollard
130828,552,2,Kings XI Punjab,Mumbai Indians,5,3,GJ Maxwell,M Vijay,J Suchith,0,0,0,0,0,0,0,0,0,GJ Maxwell,caught,R Vinay Kumar
130873,552,2,Kings XI Punjab,Mumbai Indians,12,5,M Vijay,DA Miller,Harbhajan Singh,0,0,0,0,0,0,0,0,0,M Vijay,caught,UBT Chand
130900,552,2,Kings XI Punjab,Mumbai Indians,17,2,DA Miller,GJ Bailey,SL Malinga,0,0,0,0,0,0,0,0,0,DA Miller,caught,RG Sharma
130915,552,2,Kings XI Punjab,Mumbai Indians,19,5,WP Saha,GJ Bailey,SL Malinga,0,1,0,0,0,0,0,1,1,GJ Bailey,run out,PA Patel
130916,552,2,Kings XI Punjab,Mumbai Indians,19,6,AR Patel,WP Saha,SL Malinga,0,0,0,0,0,0,0,0,0,AR Patel,run out,SL Malinga
130923,552,2,Kings XI Punjab,Mumbai Indians,20,6,MG Johnson,WP Saha,R Vinay Kumar,0,0,0,0,0,0,1,0,1,WP Saha,run out,J Suchith
130967,553,1,Rajasthan Royals,Delhi Daredevils,7,5,SR Watson,AM Rahane,AD Mathews,0,0,0,0,0,0,0,0,0,SR Watson,caught,KM Jadhav
131037,553,1,Rajasthan Royals,Delhi Daredevils,19,2,KK Nair,AM Rahane,NM Coulter-Nile,0,0,0,0,0,0,0,0,0,KK Nair,caught,A Mishra
131104,553,2,Delhi Daredevils,Rajasthan Royals,9,5,Yuvraj Singh,JP Duminy,JP Faulkner,0,0,0,0,0,0,0,0,0,Yuvraj Singh,caught,STR Binny
131134,553,2,Delhi Daredevils,Rajasthan Royals,14,4,AD Mathews,JP Duminy,STR Binny,0,0,0,0,0,0,0,0,0,AD Mathews,caught,SV Samson
131147,553,2,Delhi Daredevils,Rajasthan Royals,16,3,KM Jadhav,JP Duminy,DS Kulkarni,0,0,0,0,0,0,0,0,0,KM Jadhav,caught,SR Watson
131162,553,2,Delhi Daredevils,Rajasthan Royals,18,6,JP Duminy,SS Tiwary,JP Faulkner,0,0,0,0,0,0,0,0,0,JP Duminy,caught,DS Kulkarni
131168,553,2,Delhi Daredevils,Rajasthan Royals,19,6,NM Coulter-Nile,SS Tiwary,DS Kulkarni,0,0,0,0,0,0,0,0,0,NM Coulter-Nile,caught,SPD Smith
131211,554,1,Chennai Super Kings,Royal Challengers Bangalore,6,3,BB McCullum,SK Raina,D Wiese,0,0,0,0,0,0,0,0,0,BB McCullum,caught,Iqbal Abdulla
131285,554,1,Chennai Super Kings,Royal Challengers Bangalore,18,1,RA Jadeja,MS Dhoni,YS Chahal,0,0,0,0,0,0,0,0,0,RA Jadeja,caught,V Kohli
131293,554,1,Chennai Super Kings,Royal Challengers Bangalore,19,3,MS Dhoni,P Negi,D Wiese,0,0,0,0,0,0,0,0,0,MS Dhoni,caught,MA Starc
